Lon	I-H-1127	I-H-1138	I-P-1140	O-H-1124	O-P-1128	O-H-1136
465.64	15104.374	11879.088	12567.418	23802.506	16137.671	19035.374
465.8	15127.356	11900.378	12587.543	23837.158	16155.708	19056.873
465.96	15061.294	11833.767	12520.997	23716.789	16079.47	18954.492
466.12	15060.314	11850.391	12535.226	23731.918	16098.996	18960.028
466.27	14949.548	11769.009	12442.833	23574.14	16011.108	18844.68
466.43	15134.161	11916.809	12592.546	23880.359	16214.513	19074.754
466.59	15065.813	11861.45	12529.911	23772.516	16139.022	18994.615
466.75	15222.559	11985.559	12648.372	24004.845	16297.416	19183.812
466.91	15358.728	12111.288	12764.189	24234.925	16464.024	19364.013
467.07	15580.62	12291.312	12950.564	24577.718	16696.268	19636.335
467.23	15708.722	12390.029	13058.008	24786.105	16825.799	19813.305
467.39	15957.457	12578.39	13266.346	25170.292	17087.259	20121.919
467.55	15938.326	12567.37	13257.502	25137.118	17076.721	20102.118
467.71	16196.057	12778.046	13485.783	25550.211	17363.002	20440.739
467.87	16409.737	12949.769	13682.231	25916.483	17611.034	20727.419
468.03	16691.203	13149.939	13918.203	26319.555	17905.752	21080.279
468.19	16814.782	13240.88	14019.364	26512.034	18036.738	21244.595
468.35	16926.303	13328.118	14123.854	26697.557	18176.721	21387.733
468.51	16980.08	13364.376	14156.531	26766.432	18217.026	21422.553
468.67	17094.156	13449.464	14245.025	26951.432	18329.85	21560.553
468.83	17336.285	13633.594	14448.253	27318.285	18584.615	21866.758
468.99	17323.445	13605.215	14427.193	27271.182	18545.512	21824.391
469.15	17277.069	13576.969	14389.87	27206.629	18497.529	21764.684
469.3	17242.708	13567.95	14373.488	27163.808	18484.335	21724.796
469.46	17162.075	13492.394	14283.977	27020.207	18388.647	21597.075
469.62	17138.559	13486.086	14273.779	26998.295	18372.492	21597.307
469.78	17130.661	13469.376	14257.662	26959.563	18358.639	21573.309
469.94	16973.237	13350.831	14128.018	26710.776	18191.7	21356.731
470.1	17015.005	13399.038	14165.918	26789.884	18251.73	21426.048
470.26	17101.842	13468.622	14248.314	26948.084	18348.127	21539.182
470.42	17227.19	13562.344	14346.85	27153.807	18467.607	21701.971
470.58	17456.637	13752.692	14547.065	27508.944	18711.407	21993.186
470.74	17713.944	13953.141	14767.58	27919.856	18996.426	22307.45
470.9	18031.194	14215.338	15050.062	28416.206	19344.776	22720.491
471.06	18334.296	14455.823	15300.68	28908.999	19673.966	23108.768
471.22	18617.542	14682.96	15538.432	29357.938	19978.772	23457.608
471.38	18883.055	14896.803	15745.704	29762.594	20259.518	23787.155
471.54	19260.515	15184.042	16061.404	30344.821	20677.085	24259.612
471.69	19528.439	15378.451	16278.78	30758.484	20955.406	24596.669
471.85	19580.123	15412.53	16313.892	30832.783	21008.387	24657.728
472.01	19596.341	15414.703	16320.703	30878.208	21027.572	24671.648
472.17	19671.433	15471.796	16383.224	30988.972	21120.664	24769.214
472.33	19613.384	15415.748	16320.297	30886.681	21055.253	24684.738
472.49	19594.603	15388.415	16310.965	30842.558	21036.755	24666.449
472.65	19510.465	15321.004	16234.476	30697.607	20941.389	24552.895
472.81	19511.065	15328.262	16232.877	30705.35	20946.537	24557.811
472.97	19625.023	15423.694	16333.034	30892.958	21077.88	24693.738
473.13	19702.481	15488.733	16396.821	31022.084	21171.535	24799.381
473.29	19778.49	15538.347	16453.578	31134.996	21248.403	24900.567
473.45	19930.108	15658.25	16594.206	31371.909	21411.778	25106.129
473.61	20104.404	15795.294	16727.317	31652.029	21611.766	25311.975
473.76	20409.043	16050.108	16979.558	32148.955	21941.922	25697.328
473.92	20603.045	16212.222	17148.463	32461.399	22163.815	25946.926
474.08	20801.437	16367.69	17302.152	32746.316	22364.47	26172.844
474.24	21045.103	16565.091	17511.091	33117.125	22631.234	26487.224
474.4	21242.357	16717.535	17666.677	33415.195	22841.259	26704.447
474.56	21490.953	16918.942	17881.074	33809.701	23123.547	27028.547
474.72	21588.203	16998.939	17981.796	33946.488	23217.566	27151.873
474.88	21579.056	16976.363	17968.341	33909.847	23184.66	27128.209
475.04	21696.268	17063.928	18072.061	34079.52	23322.731	27278.137
475.2	21793.598	17146.819	18166.532	34240.125	23437.049	27425.477
475.36	21815.927	17151.806	18178.312	34258.213	23444.675	27432.037
475.51	21830.011	17167.496	18200.88	34278.65	23462.078	27462.111
475.67	21837.88	17175.562	18202.903	34298.937	23477.486	27461.023
475.83	21926.376	17244.079	18266.212	34453.915	23592.903	27582.694
475.99	22112.023	17387.726	18425.617	34732.814	23798.046	27808.75
476.15	22242.242	17488.474	18527.484	34939.584	23925.253	27973.199
476.31	22524.447	17699.096	18758.832	35365.328	24233.15	28312.822
476.47	22912.055	18013.406	19094.264	35977.043	24666.098	28816.9
476.63	23349.932	18367.571	19467.395	36653.098	25145.801	29369.867
476.79	23703.052	18645.109	19772.119	37187.074	25523.427	29817.701
476.95	24034.488	18923.774	20065.795	37693.565	25867.586	30225.543
477.11	24262.176	19115.791	20261.351	38078.111	26136.615	30519.724
477.26	24526.235	19326.599	20486.554	38475.116	26427.466	30836.587
477.42	24675.485	19442.772	20613.124	38713.352	26584.958	31027.979
477.58	24669.11	19436.153	20599.01	38691.965	26567.614	30992.998
477.74	24656.743	19415.985	20580.315	38675.885	26550.128	30966.337
477.9	24627.415	19389.843	20553.316	38623.681	26510.667	30923.173
478.06	24624.67	19369.933	20532.021	38607.418	26498.67	30908.681
478.22	24727.308	19444.593	20601.56	38735.968	26601.109	31046.89
478.38	24823.218	19527.032	20677.032	38895.458	26702.009	31182.745
478.54	24979.635	19661.581	20811.954	39141.571	26884.03	31391.393
478.69	25176.557	19817.291	20983.996	39450.514	27100.49	31654.545
478.85	25384.019	19986.843	21171.019	39775.8	27330.304	31931.953
479.01	25734.616	20281.728	21456.695	40323.388	27706.156	32364.562
479.17	25945.318	20450.297	21656.627	40672.748	27940.703	32642.309
479.33	26055.113	20542.795	21782.773	40869.332	28069.552	32795.343
479.49	26136.381	20599.206	21847.557	40983.106	28141.35	32871.395
479.65	26169.553	20614.598	21868.247	41019.819	28171.598	32890.401
479.81	26257.301	20694.543	21948.301	41154.707	28277.785	33008.047
479.97	26272.493	20712.437	21950.349	41160.251	28280.206	33011.845
480.13	26288.277	20723.496	21973.606	41171.268	28299.266	33036.561
480.28	26422.182	20826.082	22069.885	41354.026	28452.534	33187.819
480.44	26610.395	20962.405	22218.186	41602.528	28632.944	33382.989
480.6	26808.927	21120.037	22392.894	41896.334	28858.179	33627.4
480.76	27018.914	21299.715	22571.32	42225.9	29080.978	33894.584
480.92	27223.932	21444.362	22727.417	42523.821	29283.559	34131.899
481.08	27468.354	21640.76	22947.618	42906.42	29563.694	34462.311
481.24	27555.346	21691.686	23006.962	43057.257	29657.038	34562.698
481.4	27656.354	21771.354	23083.487	43195.035	29766.244	34695.672
481.55	27651.048	21780.531	23082.97	43191.597	29778.279	34700.73
481.71	27665.465	21789.434	23104.686	43216.102	29797.862	34725.575
481.87	27629.235	21753.928	23079.137	43150.533	29766.576	34687.533
482.03	27606.621	21749.621	23068.654	43121.345	29769.039	34668.927
482.19	27569.42	21717.014	23035.937	43060.256	29724.783	34607.892
482.35	27696.959	21818.553	23149.85	43218.674	29864.959	34758.608
482.51	27791.146	21903.618	23241.882	43377.015	29958.112	34868.433
482.67	27912.429	21996.351	23341.099	43553.441	30097.045	35026.648
482.82	27910.616	21988.98	23318.892	43540.747	30088.353	35019.068
482.98	27987.563	22028.189	23379.441	43637.672	30153.057	35093.078
483.14	28007.058	22040.366	23400.827	43673.937	30167.255	35117.003
483.3	28094.82	22100.941	23465.336	43799.918	30241.281	35201.433
483.46	28058.057	22072.332	23434.815	43749.067	30201.508	35155.121
483.62	28033.942	22038.569	23402.526	43679.438	30177.942	35113.305
483.78	28034.456	22031.104	23409.897	43687.313	30153.379	35110.161
483.94	28158.301	22134.532	23534.577	43871.622	30285.598	35254.454
484.09	28237.931	22211.634	23603.876	44011.753	30383.228	35361.855
484.25	28279.187	22237.175	23637.615	44059.758	30414.966	35409.363
484.41	28138.368	22127.896	23518.072	43847.931	30288.632	35233.107
484.57	27988.587	22000.29	23389.696	43627.179	30127.532	35045.05
484.73	27656.446	21745.973	23135.534	43153.655	29772.995	34636.807
484.89	27124.312	21314.784	22676.06	42330.861	29202.158	33943.982
485.05	26477.26	20788.984	22119.953	41337.459	28519.393	33153.182
485.2	25814.633	20265.282	21575.391	40311.776	27810.809	32317.204
485.36	25157.703	19752.373	21037.012	39317.594	27128.934	31499.78
485.52	24688.943	19380.119	20656.646	38593.425	26616.326	30914.898
485.68	24309.496	19084.56	20335.044	38010.351	26217.121	30457.111
485.84	24166.665	18964.654	20200.39	37766.886	26069.521	30284.621
486	24375.899	19153.384	20397.844	38123.747	26334.251	30588.262
486.16	24774.813	19488.494	20743.219	38765.012	26773.846	31082.57
486.31	25224.564	19845.564	21114.158	39477.247	27262.388	31664.488
486.47	25793.674	20289.598	21588.059	40328.004	27863.256	32371.674
486.63	26278.275	20676.682	21989.584	41083.881	28385.639	32998.9
486.79	26825.503	21122.306	22463.8	41941.546	28981.591	33682.843
486.95	27351.991	21548.464	22922.728	42768.231	29558.739	34339.872
487.11	27748.873	21851.391	23241.149	43347.03	29960.479	34801.776
487.27	28054.666	22087.312	23488.873	43780.091	30278.863	35187.072
487.42	28347.191	22322.718	23739.642	44207.456	30595.411	35541.851
487.58	28476.94	22430.073	23835.81	44433.36	30741.403	35710.841
487.74	28595.683	22529.32	23938.023	44627.288	30879.771	35841.859
487.9	28546.926	22489.51	23890.147	44543.387	30824.532	35783.774
488.06	28464.554	22409.136	23809.531	44417.74	30722.267	35687.74
488.22	28367.437	22338.24	23722.086	44284.074	30638.185	35584.812
488.38	28352.587	22329.74	23723.236	44288.851	30637.554	35574.808
488.53	28382.567	22354.733	23737.26	44318.324	30656.567	35600.602
488.69	28588.573	22503.836	23911.969	44582.596	30847.912	35819.409
488.85	28901.592	22735.119	24166.701	45028.207	31168.295	36218.746
489.01	29362.887	23085.447	24560.875	45683.721	31659.678	36775.303
489.17	29772.79	23415.284	24899.702	46302.174	32111.405	37283.835
489.33	30178.954	23736.064	25260.196	46899.745	32534.075	37774.315
489.48	30480.418	23957.461	25505.309	47311.078	32848.133	38126.891
489.64	30657.438	24090.108	25662.415	47579.723	33059.766	38361.547
489.8	30672.45	24107.386	25676.946	47635.331	33103.331	38399.23
489.96	30637.932	24092.669	25660.315	47582.856	33082.196	38354.391
490.12	30544.785	24026.709	25586.511	47461.554	32987.312	38248.882
490.28	30515.908	24010.117	25573.677	47405.093	32944.437	38211.8
490.43	30380.033	23901.691	25463.515	47213.152	32819.351	38068.308
490.59	30221.638	23792.153	25334.438	46969.462	32643.571	37888.075
490.75	30063.153	23679.889	25218.723	46764.887	32472.58	37697.887
490.91	29952.622	23596.589	25137.028	46584.534	32353.589	37559.897
491.07	29723.054	23408.536	24947.196	46248.218	32112.394	37277.042
491.23	29529.087	23247.384	24779.648	45958.669	31904.515	37029.943
491.38	29263.693	23029.572	24550.341	45561.296	31634.177	36711.398
491.54	29114.039	22907.412	24413.434	45321.906	31449.555	36506.766
491.7	29111.176	22897.891	24416.023	45356.342	31453.66	36504.596
491.86	29249.317	22999.657	24530.911	45540.218	31599.12	36676.284
492.02	29449.916	23154.873	24699.07	45841.676	31826.334	36924.828
492.18	29778.915	23414.224	24974.927	46338.081	32180.851	37329.355
492.33	30121.63	23665.796	25254.52	46798.62	32520.509	37720.851
492.49	30372.195	23873.086	25483.195	47181.647	32800.283	38021.537
492.65	30573.721	24021.139	25636.412	47463.192	33020.25	38250.875
492.81	30659.239	24086.239	25722.811	47594.712	33129.306	38344.446
492.97	30621.341	24062.298	25689.968	47550.859	33096.175	38312.253
493.13	30630.006	24066.633	25708.303	47564.51	33107.455	38332.314
493.28	30605.77	24039.649	25674.659	47515.901	33076.694	38291.053
493.44	30572.991	24036.606	25647.288	47508.462	33083.981	38276.399
493.6	30762.378	24168.387	25791.575	47780.114	33267.364	38485.333
493.76	30982.779	24359.756	26005.867	48126.293	33518.735	38786.492
493.92	31245.957	24561.111	26211.903	48485.848	33786.332	39097.223
494.07	31526.876	24772.909	26449.393	48894.876	34080.501	39425.317
494.23	31676.265	24888.386	26558.386	49122.485	34236.728	39593.419
494.39	31806.753	24997.489	26686.059	49307.235	34381.786	39759.126
494.55	31809.479	24991.137	26687.161	49302.821	34371.215	39750.368
494.71	31704.651	24921.497	26602.946	49145.224	34262.806	39639.048
494.87	31588.943	24822.824	26506.449	48985.979	34134.682	39492.647
495.02	31448.057	24724.201	26391.19	48784.1	33990.256	39331.815
495.18	31306.507	24613.616	26268.407	48580.155	33852.772	39165.112
495.34	31255.23	24576.339	26220.032	48493.909	33795.315	39108.788
495.5	31243.995	24578.359	26207.654	48506.521	33788.986	39100.884
495.66	31366.069	24683.442	26324.981	48696.176	33918.067	39267.54
495.81	31482.999	24774.9	26426.042	48868.206	34048.253	39407.847
495.97	31591.079	24852.804	26500.277	48996.704	34156.31	39519.935
496.13	31731.174	24981.01	26617.165	49224.561	34318.803	39709.034
496.29	31904.973	25099.445	26768.676	49444.137	34480.227	39905.875
496.45	32061.806	25232.654	26927.663	49685.3	34655.808	40116.234
496.6	32182.39	25328.29	27026.708	49853.07	34797.949	40261.179
496.76	32224.653	25372.071	27071.478	49934.96	34860.191	40326.292
496.92	32221.106	25370.392	27068.019	49936.798	34855.657	40318.888
497.08	32132.52	25306.224	26985.981	49803.751	34752.321	40204.927
497.24	31945.012	25155.969	26836.497	49517.319	34546.155	39968.155
497.39	31723.025	25006.795	26650.774	49231.441	34329.774	39712.793
497.55	31475.796	24808.554	26431.454	48872.497	34068.411	39393.532
497.71	31203.038	24588.959	26211.356	48465.475	33770.53	39081.686
497.87	31015.906	24446.509	26048.663	48175.072	33568.829	38844.06
498.03	30921.555	24371.565	25977.874	48025.708	33482.938	38749.696
498.18	31036.154	24471.462	26096.341	48219.583	33631.142	38937.802
498.34	31251.115	24635.148	26276.005	48519.138	33862.611	39201.279
498.5	31539.473	24855.176	26508.012	48901.933	34172.441	39531.539
498.66	31784.213	25042.355	26711.3	49235.222	34411.925	39828.84
498.82	32054.747	25255.944	26947.856	49599.977	34692.899	40125.45
498.97	32226.832	25372.578	27081.568	49852.127	34867.951	40320.205
499.13	32306.349	25443.589	27157.173	49977.164	34962.523	40422.808
499.29	32219.062	25364.984	27077.623	49832.224	34856.799	40269.842
499.45	32047.732	25211.038	26931.523	49583.027	34679.73	40063.093
499.61	31795.602	25017.657	26722.163	49233.735	34425.512	39761.633
499.76	31595.815	24865.848	26566.727	48953.837	34235.2	39522.43
499.92	31356.073	24673.424	26358.194	48626.073	33976.096	39242.764
500.08	31131.984	24501.051	26186.018	48292.602	33752.07	38976.711
500.24	30952.668	24365.008	26042.304	48056.91	33566.929	38761.074
500.4	30860.936	24300.817	25975.542	47930.96	33489.288	38668.167
500.55	30788.715	24247.385	25917.166	47828.779	33404.736	38570.615
500.71	30728.315	24190.17	25863.579	47735.084	33319.92	38498.799
500.87	30627.929	24117.105	25776.908	47598.019	33223.952	38393.656
501.03	30602.965	24111.592	25767.284	47574.571	33211.934	38380.395
501.18	30639.884	24137.281	25796.336	47631.203	33239.554	38426.226
501.34	30719.979	24190.231	25846.231	47710.001	33318.571	38498.419
501.5	30774.63	24228.948	25880.706	47763.749	33365.64	38562.905
501.66	30935.157	24363.52	26021.323	48010.499	33549.354	38760.323
501.82	31117.435	24516.237	26180.61	48294.995	33752.8	38980.48
501.97	31405.183	24754.689	26436.842	48728.39	34066.105	39332.019
502.13	31671.574	24961.322	26657.08	49119.641	34361.441	39640.465
502.29	31905.522	25145.27	26857.71	49481.788	34627.323	39917.983
502.45	32075.976	25260.976	26990.053	49735.031	34798.461	40121.613
502.6	32233.257	25389.708	27137.181	50007.499	34984.73	40326.421
502.76	32229.658	25381.997	27121.228	49997.326	34968.142	40318.064
502.92	32171.845	25322.976	27073.351	49899.539	34915.316	40253.187
503.08	31957.599	25140.884	26884.993	49577.886	34672.917	39972.73
503.24	31780.582	24990.484	26731.23	49292.8	34473.593	39744.738
503.39	31625.015	24882.411	26607.663	49064.686	34305.081	39556.761
503.55	31483.701	24794.393	26499.404	48867.57	34156.492	39384.074
503.71	31377.476	24707.397	26413.573	48713.628	34041.409	39250.319
503.87	31423.309	24751.276	26468.155	48789.946	34082.867	39310.496
504.02	31560.772	24874.079	26578.366	48984.487	34201.717	39467.639
504.18	31836.109	25083.064	26798.494	49369.781	34486.309	39783.473
504.34	32059.917	25265.005	26983.796	49707.192	34734.27	40080.102
504.5	32271.698	25435.577	27157.995	50026.598	34975.567	40356.684
504.66	32593.641	25686.026	27440.377	50499.157	35342.543	40768.114
504.81	32930.884	25945.136	27704.565	50933.915	35677.212	41153.806
504.97	33237.86	26175.696	27947.585	51346.364	36017.356	41518.399
505.13	33526.237	26396.622	28196.842	51768.346	36359.557	41868.631
505.29	33693.751	26533.167	28339.606	52001.376	36559.399	42091.387
505.44	33856.135	26655.574	28490.826	52258.639	36736.444	42281.608
505.6	33994.653	26748.05	28585.565	52413.356	36862.501	42418.751
505.76	34017.704	26763.87	28587.343	52429.97	36865.267	42419.396
505.92	33917.687	26681.986	28509.172	52326.855	36768.437	42319.809
506.07	33734.966	26538.712	28368.779	52076.724	36583.845	42108.525
506.23	33566.291	26401.135	28224.85	51815.014	36388.244	41904.147
506.39	33458.535	26329.445	28136.917	51686.796	36274.093	41777.851
506.55	33345.722	26239.249	28039.226	51515.898	36159.679	41629.073
506.7	33212.712	26160.372	27947.273	51351.966	36037.021	41500.033
506.86	33004.928	25993.707	27774.123	51055.455	35804.158	41249.728
507.02	32895.977	25920.647	27688.866	50911.36	35703.801	41118.329
507.18	32815.881	25868.617	27627.672	50793.311	35618.584	41017.783
507.33	32745.582	25819.527	27576.23	50719.164	35551.515	40946.394
507.49	32635.259	25716.304	27494.041	50561.654	35448.205	40821.998
507.65	32614.345	25703.937	27470.618	50522.958	35422.782	40810.321
507.81	32699.26	25747.16	27550.393	50648.471	35514.139	40906.611
507.96	32943.278	25947.421	27774.673	51007.891	35791.059	41224.309
508.12	33221.805	26153.926	28004.19	51371.981	36080.774	41547.047
508.28	33549.471	26417.174	28287.856	51852.502	36438.791	41942.901
508.44	33730.669	26569.778	28451.954	52103.482	36622.251	42149.45
508.59	33941.014	26745.643	28623.488	52394.643	36832.838	42388.553
508.75	34010.003	26798.387	28677.309	52468.003	36891.913	42457.487
508.91	34019.429	26787.745	28675.657	52452.437	36896.308	42458.351
509.07	33958.046	26743.352	28618.716	52366.772	36846.022	42399.901
509.22	33828.039	26646.028	28508.006	52199.598	36715.203	42244.5
509.38	33611.952	26462.491	28310.469	51884.108	36469.205	41976.315
509.54	33510.007	26360.523	28214.062	51743.019	36366.929	41851.304
