Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
630.81	27245.82	15145.974	10300.469	12374.227	10819.853
630.96	27378.988	15227.461	10340.132	12429.967	10870.802
631.11	27452.844	15261.525	10361.427	12453.383	10897.954
631.26	27577.662	15341.826	10401.705	12500.024	10950.705
631.41	27660.286	15388.66	10437.001	12528.297	10982.232
631.56	27797.296	15462.383	10485.603	12586.383	11028.757
631.71	27934.77	15534.529	10535.002	12630.694	11086.562
631.86	28135.03	15629.744	10604.92	12711.547	11155.634
632.01	28226.339	15678.976	10632.723	12755.58	11189.163
632.16	28282.217	15711.79	10653.208	12784.976	11208.185
632.31	28195.198	15647.396	10617.275	12738.945	11162.726
632.46	27994.666	15538.04	10548.733	12653.777	11088.062
632.61	27660.196	15351.823	10433.922	12511.372	10960.823
632.76	27334.689	15174.018	10308.666	12363.777	10832.787
632.91	26891.798	14943.687	10140.028	12162.225	10660.907
633.06	26493.763	14712.214	9990.423	11972.258	10502.587
633.21	26046.064	14452.372	9815.086	11752.8	10330.91
633.36	25730.174	14278.822	9698.878	11607.526	10212.932
633.51	25489.25	14139.032	9595.372	11492.603	10111.988
633.67	25338.785	14061.368	9544.5	11424.006	10053.324
633.82	25209.514	13981.756	9488.294	11366.052	9995.503
633.97	25162.116	13954.765	9473.809	11339.996	9975.82
634.12	25108.292	13922.556	9458.853	11318.37	9955.864
634.27	25139.289	13957.652	9485.136	11340.113	9969.652
634.42	25161.733	13970.371	9487.811	11348.251	9973.877
634.57	25213.079	13996.762	9511.19	11364.41	9991.838
634.72	25200.608	13976.586	9489.981	11349.674	9981.586
634.87	25187.984	13970.302	9484.775	11340.368	9979.445
635.02	25093.673	13907.584	9444.891	11294.738	9926.254
635.17	25032.627	13877.407	9413.022	11267.473	9901.275
635.32	24935.839	13810.851	9375.938	11221.52	9860.466
635.47	24863.311	13776.487	9351.882	11199.783	9831.739
635.62	24760.547	13706.283	9310.404	11156.469	9795.942
635.77	24760.532	13706.411	9311.74	11161.18	9788.784
635.92	24733.794	13679.267	9303.608	11150.289	9770.641
636.07	24789.351	13710.747	9325.087	11177.471	9801.691
636.22	24843.661	13740.518	9342.794	11195.848	9817.87
636.37	24926.695	13788.31	9368.585	11235.519	9842.244
636.52	24960.28	13793.269	9383.148	11250.709	9862.841
636.67	25063.506	13861.253	9417.923	11297.78	9894.396
636.82	25099.864	13879.887	9434.777	11310.601	9916.139
636.97	25160.059	13927.257	9461.51	11337.499	9946.598
637.12	25155.895	13914.468	9459.951	11331.248	9942.192
637.27	25166.173	13925.194	9470.92	11337.019	9951.129
637.42	25166.975	13912.14	9470.679	11322.943	9954.371
637.57	25191.503	13917.733	9468.997	11317.821	9948.722
637.72	25159.021	13912.054	9458.68	11311.296	9947.471
637.87	25161.852	13918.983	9458.818	11303.466	9945.532
638.02	25135.421	13893.025	9437.63	11291.036	9920.354
638.17	25134.002	13888.847	9426.396	11283.44	9918.649
638.32	25094.413	13855.006	9410.117	11258.776	9894.864
638.47	25046.698	13835.39	9383.4	11249.72	9871.609
638.62	24973.93	13797.117	9362.337	11224.974	9849.677
638.77	24907.166	13738.584	9335.694	11183.507	9817.222
638.93	24800.086	13675.844	9293.195	11143.612	9770.777
639.08	24688.449	13615.514	9252.229	11082.811	9733.185
639.23	24618.958	13578.365	9231.409	11062.222	9707.321
639.38	24543.935	13544.978	9212.637	11040.978	9691.835
639.53	24452.266	13494.969	9187.354	10994.342	9657.683
639.68	24422.611	13485.018	9170.347	10977.633	9631.127
639.83	24376.626	13464.472	9156.373	10961.384	9616.285
639.98	24355.448	13453.239	9139.667	10944.623	9604.931
640.13	24329.422	13434.015	9132.818	10924.114	9596.114
640.28	24308.487	13420.916	9125.279	10911.465	9586.806
640.43	24261.048	13382.168	9090.025	10878.816	9558.069
640.58	24250.343	13365.981	9075.354	10868.31	9550.596
640.73	24182.669	13325.417	9047.208	10827.779	9540.439
640.88	24163.622	13316.534	9031.227	10804.227	9527.875
641.03	24143.924	13299.814	9036.066	10791.495	9522.089
641.18	24149.566	13299.797	9023.324	10804.5	9516.237
641.33	24155.162	13306.129	9020.887	10799.26	9517.634
641.48	24196.07	13326.784	9037.872	10819.707	9521.114
641.63	24225.55	13348.429	9055.495	10829.209	9527.407
641.78	24285.973	13388.292	9087.336	10863.72	9540.731
641.93	24318.076	13404.734	9099.317	10887.185	9556.371
642.08	24361.889	13430.932	9108.614	10916.383	9581.746
642.23	24383.813	13446.737	9124	10934.066	9596.22
642.38	24381.426	13445.415	9126.085	10939.437	9596.36
642.53	24343.458	13431.787	9116.611	10925.798	9587.468
642.67	24318.449	13418.394	9103.021	10912.856	9580.768
642.82	24269.532	13372.367	9077.587	10883.873	9561.675
642.97	24265.169	13357.246	9077.96	10874.125	9548.323
643.12	24226.766	13332.327	9059.349	10846.558	9521.195
643.27	24240.788	13341.524	9066.151	10846.623	9524.162
643.42	24189.098	13316.066	9039.308	10815.88	9495.089
643.57	24198.075	13313.229	9038.515	10812.834	9498.416
643.72	24195.23	13295.339	9041.438	10817.086	9500.998
643.87	24205.031	13306.337	9039.624	10821.415	9506.513
644.02	24173.296	13296.57	9017.79	10812.867	9490.757
644.17	24141.697	13278.785	9009.565	10810.521	9476.323
644.32	24046.26	13209.975	8964.425	10756.469	9432.601
644.47	23987.755	13177.062	8946.128	10732.622	9410.953
644.62	23918.82	13143.413	8911.534	10697.907	9379.094
644.77	23867.279	13130.389	8887.103	10681.686	9352.103
644.92	23765.906	13080.786	8846.181	10643.148	9317.17
645.07	23658.181	13009.334	8804.378	10592.543	9282.521
645.22	23574.086	12952.439	8759.637	10543.417	9252.165
645.37	23505.108	12916.13	8734.075	10516.57	9217.756
645.52	23481.974	12887.842	8715.875	10500.93	9201.15
645.67	23425.032	12843.659	8701.076	10469.022	9174.252
645.82	23355.026	12801.861	8668.179	10424.663	9145.85
645.97	23329.014	12773.575	8657.147	10404.213	9119.905
646.12	23304.032	12770.866	8659.515	10393.097	9105.185
646.27	23284.2	12765.111	8656.726	10383.793	9096.935
646.42	23255.406	12753.054	8643.109	10360.779	9089.438
646.57	23235.459	12743.669	8642.009	10358.877	9090.965
646.72	23178.08	12717.179	8609.388	10344.069	9078.662
646.87	23129.753	12692.38	8591.996	10326.447	9059.897
647.02	23065.789	12650.382	8559.294	10295.25	9030.415
647.17	23037.648	12633.372	8545.559	10277.68	9024.273
647.32	22998.454	12609.904	8534.64	10255.607	9009.718
647.47	23001.262	12610.394	8535.635	10261.603	9010.526
647.62	22984.929	12599.104	8517.599	10245.818	8995.181
647.77	22982.069	12607.859	8520.046	10245.706	8992.738
647.92	22985.492	12599.712	8516.053	10227.57	8992.141
648.06	23009.415	12614.546	8529.898	10240.656	9000.48
648.21	22895.576	12550.148	8482.709	10194.533	8960.555
648.36	22803.046	12499.475	8438.651	10143.914	8921.849
648.51	22621.621	12400.808	8372.665	10066.379	8853.764
648.66	22448.748	12299.067	8315.606	9989.001	8788.869
648.81	22258.5	12182.698	8243.918	9897.545	8708.094
648.96	22136.831	12108.82	8202.721	9847.15	8655.501
649.11	21998.515	12029.394	8146.745	9784.063	8609.603
649.26	22021.549	12034.285	8160.494	9781.713	8607.12
649.41	22086.787	12067.336	8192.468	9822.007	8638.051
649.56	22273.428	12166.957	8266.088	9902.341	8708.627
649.71	22433.5	12255.457	8324.106	9974.919	8773.204
649.86	22686.021	12390.187	8413.494	10078.494	8867.417
650.01	22827.004	12473.18	8468.157	10147.059	8930.839
650.16	22967.048	12561.894	8526.828	10201.631	8984.092
650.31	23028.139	12591.678	8536.546	10231.051	9002.831
650.46	22994.367	12566.223	8509.047	10209.828	8978.663
650.61	22894.849	12501.332	8463.08	10164.442	8935.739
650.75	22797.887	12449.569	8417.976	10113.525	8890.272
650.9	22624.883	12363.321	8360.189	10045.948	8831.53
651.05	22510.484	12300.804	8306.134	9996.145	8777.507
651.2	22400.122	12228.892	8254.068	9948.441	8729.012
651.35	22315.176	12185.494	8221.681	9914.989	8697.934
651.5	22288.447	12174.975	8221.644	9910.435	8685.601
651.65	22326.834	12192.934	8231.934	9924.406	8702.296
651.8	22387.034	12219.672	8248.32	9938.078	8723.661
651.95	22455.952	12244.117	8267.073	9958.446	8742.138
652.1	22475.749	12252.826	8276.903	9969.431	8755.058
652.25	22503.81	12272.855	8295.943	9983.317	8767.669
652.4	22531.203	12282.17	8312.181	9989.192	8780.445
652.55	22562.3	12296.793	8311.969	9996.749	8782.376
652.7	22538.539	12291.66	8301.715	9986.067	8768.44
652.85	22503.819	12277.653	8301.489	9978.049	8754.753
652.99	22469.05	12254.259	8288.445	9965.28	8741.28
653.14	22449.116	12250.337	8290.084	9958.073	8736.007
653.29	22396.326	12215.819	8266.182	9918.622	8715.545
653.44	22334.915	12178.334	8243.048	9886.158	8695.125
653.59	22226.012	12116.012	8211.43	9830.418	8664.573
653.74	22104.634	12048.624	8167.536	9769.722	8617.151
653.89	21952.343	11952.584	8099.562	9706.023	8560.002
654.04	21832.357	11888.082	8056.884	9645.445	8508.082
654.19	21666.625	11780.054	7982.68	9563.472	8435.999
654.34	21524.317	11697.932	7927.394	9511.339	8374.636
654.49	21335.573	11601.089	7855.364	9433.034	8290.177
654.64	21158.342	11503.166	7790.298	9352.88	8224.397
654.78	20909.794	11358.827	7701.541	9241.541	8128.838
654.93	20533.834	11167.757	7570.406	9073.691	7980.285
655.08	20030.736	10895.901	7382.088	8858.572	7790.351
655.23	19533.465	10638.685	7205.993	8637.322	7596.707
655.38	19011.926	10352.652	7009.872	8403.103	7396.377
655.53	18555.974	10102.952	6837.556	8201.061	7222.029
655.68	18104.231	9847.857	6662.616	7997.693	7034.967
655.83	17784.07	9675.355	6536.641	7852.498	6902.784
655.98	17721.749	9628.365	6510.771	7831.914	6881.98
656.13	17912.349	9728.777	6577.799	7911.81	6947.854
656.28	18231.753	9895.335	6688.73	8047.895	7067.279
656.42	18630.671	10121.65	6843.287	8234.089	7226.265
656.57	19042.813	10341.516	7003.087	8422.956	7398.867
656.72	19506.102	10598.135	7169.882	8632.289	7579.981
656.87	19923.996	10832.458	7318.381	8818.425	7740.974
657.02	20316.937	11043.256	7459.662	8983.168	7884.091
657.17	20541.679	11157.173	7544.591	9079.58	7978.965
657.32	20713.803	11236.21	7605.847	9156.649	8044.605
657.47	20830.11	11286.088	7643.22	9194.033	8085.198
657.62	20943.732	11347.457	7681.754	9232.38	8116.205
657.76	20998.854	11375.052	7710.205	9255.876	8142.601
657.91	21064.01	11399.252	7744.406	9284.087	8167.779
658.06	21013.634	11376.777	7733.688	9262.788	8157.732
658.21	21038.187	11393.693	7738.495	9275.231	8155.671
658.36	21017.315	11391.756	7722.734	9257.371	8142.91
658.51	21004.76	11385.847	7723.528	9258.902	8133.759
658.66	20971.974	11365.228	7704.206	9242.624	8122.36
658.81	20970.11	11368.385	7695.473	9239.638	8113.132
658.96	20944.351	11355.055	7687.088	9231.088	8107.351
659.1	21005.934	11371.374	7694.55	9255.374	8122.803
659.25	21006.202	11369.212	7693.509	9245.773	8132.806
659.4	21065.055	11395.55	7721.407	9264.693	8164.341
659.55	21093.588	11415.853	7728.853	9276.194	8180.105
659.7	21151.12	11449.791	7749.494	9303.812	8200.648
659.85	21171.926	11458.76	7760.903	9316.419	8214.881
660	21210.44	11479.132	7764.462	9329.726	8228.056
660.15	21206.73	11485.785	7774.785	9327.356	8226.741
660.3	21260.026	11510.256	7800.246	9354.3	8241.246
660.44	21256.875	11505.161	7804.622	9368.755	8244.403
660.59	21288.346	11520.819	7812.083	9377.39	8248.116
660.74	21316.582	11527.329	7816.548	9377.252	8253.252
660.89	21342.684	11535.375	7821.101	9383.332	8256.343
661.04	21363.505	11543.44	7830.946	9391.605	8266.814
661.19	21415.853	11569.775	7841.127	9408.413	8286.435
661.34	21411.427	11570.437	7830.514	9407.13	8284.932
661.49	21413.676	11574.456	7818.247	9399.203	8273.621
661.63	21442.17	11580.918	7817.214	9402.665	8288.775
661.78	21433.965	11583.713	7817.965	9407.097	8294.965
661.93	21411.15	11567.173	7811.514	9398.371	8286.459
662.08	21397.02	11556.438	7801.328	9393.097	8283.031
662.23	21335.366	11514.332	7773.179	9355.728	8264.079
662.38	21294.199	11495.199	7754.068	9341.661	8246.496
662.53	21249.675	11458.181	7734.653	9324.764	8224.852
662.67	21203.738	11429.706	7722.376	9310.145	8195.113
662.82	21164.009	11403.24	7701.558	9283.405	8169.25
662.97	21138.997	11390.635	7698.206	9276.613	8162.415
663.12	21110.26	11377.623	7689.963	9262.315	8141.656
663.27	21125.778	11395.262	7699.844	9276.185	8139.086
663.42	21126.789	11388.305	7703.942	9277.437	8142.668
663.57	21164.083	11412.116	7718.633	9291.764	8160.555
663.71	21158.79	11409.713	7709.79	9276.339	8157.306
663.86	21192.132	11420.385	7716.748	9290.495	8160.649
664.01	21257.051	11442.787	7721.721	9303.128	8185.589
664.16	21305.115	11461.675	7739.401	9319.434	8209.675
664.31	21348.349	11480.328	7757.108	9339.438	8226.954
664.46	21402.235	11508.642	7774.279	9355.895	8241.829
664.61	21409.273	11522.656	7774.162	9354.822	8242.997
664.75	21478.754	11555.799	7802.843	9389.996	8272.59
664.9	21459.524	11542.976	7799.448	9388.987	8272.767
665.05	21419.321	11534.651	7796.509	9381.948	8257.289
665.2	21397.416	11517.483	7786.131	9373.912	8244.504
665.35	21357.885	11503.281	7770.501	9355.193	8235.897
665.5	21291.971	11462.763	7738.664	9322.224	8203.368
665.64	21280.145	11447.738	7729.682	9314.55	8191.517
665.79	21190.994	11401.258	7696.324	9277.642	8162.082
665.94	21186.337	11400.656	7694.425	9272.436	8154.722
666.09	21195.599	11395.578	7686.204	9266.248	8149.413
666.24	21222.78	11416.616	7695.22	9276.045	8157.671
666.39	21212.356	11403.632	7683.664	9271.444	8142.082
666.53	21252.624	11428.876	7701.942	9289.008	8163.205
666.68	21242.65	11423.243	7707.1	9291.892	8165.562
666.83	21270.297	11439.738	7721.551	9304.265	8176.045
666.98	21256.039	11423.489	7713.368	9286.818	8171.566
667.13	21231.127	11404.434	7710.951	9273.973	8164.962
667.28	21166.374	11366.219	7683.527	9237.109	8134.384
667.42	21151.745	11364.612	7684.491	9230.81	8136.348
667.57	21133.815	11356.649	7673.122	9216.858	8121.562
667.72	21166.471	11381.01	7676.23	9224.834	8137.977
667.87	21178.684	11379.585	7672.102	9228.849	8130.651
668.02	21213.467	11403.918	7690.346	9257.412	8137.456
668.17	21233.374	11414.057	7694.617	9272.859	8151.76
668.31	21272.504	11441.064	7709.998	9300.361	8167.789
668.46	21274.367	11427.709	7700.621	9302.511	8156.005
668.61	21269.376	11418.025	7694.167	9294.157	8156.53
668.76	21207.354	11376.607	7677.694	9266.178	8116.947
668.91	21179.949	11359.806	7668.609	9249.873	8111.631
669.06	21110.223	11319.651	7637.047	9203.464	8089.222
669.2	21065.935	11301.879	7621.187	9175.549	8058.89
669.35	21007.076	11262	7596.143	9138.78	8046.297
669.5	20989.346	11252.853	7598.666	9116.149	8041.82
669.65	20927.93	11217.71	7587.062	9098.71	8011.589
669.8	20923.272	11212.316	7581.206	9096.536	8019.437
669.94	20852.407	11176.912	7562.001	9074.088	7999.803
670.09	20855.255	11178.541	7560.134	9079.068	8001.793
670.24	20810.308	11150.505	7532.604	9055.197	7986.89
670.39	20793.644	11136.139	7529.82	9051.787	7969.457
670.54	20732.813	11106.022	7502.802	9032.604	7951.462
670.69	20701.856	11085.976	7485.196	9008.438	7947.075
670.83	20625.053	11036.942	7462.558	8978.821	7912.799
670.98	20601.606	11029.155	7449.21	8962.825	7891.001
671.13	20510.76	10973.288	7419.167	8918.2	7853.629
671.28	20459.803	10951.618	7412.2	8902.914	7827.661
671.43	20401.564	10927.346	7385.62	8880.214	7805.4
671.57	20396.847	10933.013	7385.199	8874.683	7800.441
671.72	20405.904	10936.124	7388.025	8881.827	7800.464
671.87	20426.258	10952.929	7389.16	8880.622	7813.193
672.02	20423.388	10930.573	7378.958	8871.31	7804.101
672.17	20465.811	10952.393	7383.701	8886.766	7813.36
672.31	20476.268	10952.071	7379.708	8888.983	7824.192
672.46	20504.465	10953.025	7385.915	8894.344	7833.157
672.61	20489.054	10931.275	7370.736	8883.703	7818.384
672.76	20466.983	10928.159	7357.84	8878.972	7808.862
672.91	20432.405	10906.755	7340.591	8860.811	7785.69
673.05	20433.142	10917.438	7351.867	8870.538	7790.801
673.2	20394.751	10892.706	7341.926	8852.652	7785.926
673.35	20383.22	10875.956	7340.142	8839.252	7775.472
673.5	20345.238	10860.161	7331.666	8819.975	7756.809
673.65	20311.863	10842.446	7315.644	8808.38	7742.358
673.79	20273.685	10802.542	7294.488	8776.73	7718.62
673.94	20254.642	10788.784	7289.719	8777.004	7716.872
674.09	20190.32	10751.485	7258.727	8740.354	7691.87
674.24	20139.771	10730.001	7240.825	8715.54	7667.54
674.38	20073.963	10699.963	7212.788	8688.172	7641.315
674.53	20031.076	10685.481	7193.405	8673.437	7632.075
674.68	19975.566	10655.016	7175.401	8652.807	7621.247
674.83	19962.058	10656.2	7180.827	8662.31	7630.969
674.98	19912.232	10629.264	7168.55	8642.704	7614.748
675.12	19932.507	10639.221	7174.089	8644.32	7625.77
675.27	19914.57	10624.393	7172.822	8650.493	7626.756
675.42	19929.46	10629.185	7178.559	8659.867	7631.075
675.57	19889.945	10609.483	7166.176	8641.121	7613.516
675.71	19884.909	10601.425	7163.898	8638.26	7599.711
675.86	19824.051	10559.633	7134.215	8606.127	7564.369
676.01	19799.353	10549.759	7114.034	8586.287	7553.144
676.16	19717.231	10506.264	7085.242	8554.253	7525.242
676.31	19671.874	10491.336	7059.962	8531.863	7499.863
676.45	19603.491	10459.47	7037.085	8508.206	7473.92
676.6	19581.993	10440.444	7026.96	8506.114	7467.169
676.75	19538.794	10416.793	7013.882	8484.827	7456.915
676.9	19513.938	10414.146	7008.75	8470.717	7452.871
677.04	19491.738	10396.067	7009.858	8460.583	7441.946
677.19	19472.343	10391.762	6999.025	8463.41	7437.564
677.34	19457.481	10379.966	6996.614	8455.779	7431.031
677.49	19434.675	10360.599	6982.939	8435.192	7423.588
677.63	19380.353	10323.848	6956.76	8406.562	7399.661
677.78	19358.939	10312.599	6950.851	8394.313	7385.522
677.93	19313.094	10285.687	6939.742	8380.577	7374.028
678.08	19250.393	10244.755	6907.492	8344.711	7340.536
678.23	19187.142	10195.339	6884.955	8302.45	7308.12
