Lon	O-P-1210	O-H-1209	I-P-1220	I-H-1212	I-P-1213	I-H-1219
486.31	20773.884	19908.521	12786.96	12824.301	13864.367	12866.532
486.47	21250.201	20374.377	13083.136	13119.575	14170.345	13153.949
486.63	21659.418	20764.297	13335.396	13370.803	14447.001	13391.363
486.79	22122.47	21206.118	13618.217	13654.349	14747.932	13674.173
486.95	22581.882	21628.343	13886.035	13926.761	15054.299	13948.112
487.11	22886.631	21907.512	14070.555	14119.082	15248.27	14129.808
487.27	23133.742	22148.511	14201.016	14256.643	15406.775	14259.84
487.42	23362.532	22375.191	14340.74	14402.323	15558.85	14401.663
487.58	23451.315	22464.853	14393.754	14454.787	15625.271	14455.655
487.74	23535.286	22539.068	14444.881	14505.101	15674.727	14517.189
487.9	23474.838	22473.872	14406.861	14467.806	15639.037	14474.652
488.06	23388.597	22392.861	14352.653	14410.982	15573.796	14424.609
488.22	23317.416	22318.074	14297.218	14364.844	15519.416	14371.602
488.38	23294.124	22302.081	14304.642	14368.246	15515.41	14375.894
488.53	23318.963	22309.072	14306.545	14367.403	15524.479	14389.985
488.69	23474.594	22449.76	14412.979	14473.771	15633.419	14503.397
488.85	23731.746	22692.098	14561.174	14630.251	15802.272	14657.404
489.01	24109.656	23049.084	14783.161	14867.293	16060.656	14892.744
489.17	24447.294	23375.03	14994.745	15090.679	16286.481	15106.14
489.33	24786.56	23690.472	15195.625	15299.669	16511.976	15315.054
489.48	25045.692	23936.989	15335.649	15449.209	16674.11	15464.846
489.64	25194.975	24082.36	15445.096	15547.25	16780.481	15549.008
489.8	25224.187	24114.429	15453.089	15565.154	16793.044	15556.572
489.96	25209.097	24095.118	15449.063	15560.448	16777.987	15547.349
490.12	25145.927	24046.763	15412.368	15524.346	16737.73	15514.357
490.28	25127.38	24019.644	15403.436	15509.062	16728.183	15503.831
490.43	25023.242	23935.769	15348.45	15441.835	16674.912	15432.681
490.59	24892.977	23813.55	15271.406	15364.241	16593.429	15350.176
490.75	24778.45	23701.217	15193.46	15297.877	16522.295	15281.735
490.91	24690.204	23611.171	15130.523	15243.051	16468.282	15223.007
491.07	24498.921	23438.439	15014.724	15125.515	16344.395	15103.131
491.23	24328.867	23268.867	14922.021	15020.131	16225.845	14992.571
491.38	24104.132	23054.857	14780.77	14881.759	16081.913	14853.044
491.54	23960.148	22913.379	14691.017	14797.654	15987.192	14784.643
491.7	23962.473	22892.936	14688.781	14788.539	15984.078	14788.265
491.86	24071.778	22987.515	14753.768	14851.922	16048.581	14848.977
492.02	24232.685	23152.203	14854.202	14948.422	16153.587	14944.85
492.18	24497.597	23403.972	15024.158	15110.004	16338.136	15111.894
492.33	24752.663	23665.147	15175.499	15269.455	16510.972	15274.323
492.49	24971.844	23872.283	15297.438	15397.789	16642.449	15402.273
492.65	25129.237	24023.26	15388.776	15484.578	16741.742	15484.875
492.81	25195.46	24085.042	15433.712	15531.47	16787.997	15525.624
492.97	25161.077	24050.616	15410.682	15512.33	16765.144	15505.154
493.13	25152.027	24035.545	15408.258	15512.346	16760.83	15500.654
493.28	25121.462	23997.682	15371.769	15482.121	16730.319	15482.242
493.44	25113.563	23974.618	15360.387	15479.771	16714.409	15471.332
493.6	25240.882	24117.409	15449.519	15563.036	16809.257	15553.135
493.76	25426.031	24284.362	15561.251	15698.613	16940.504	15674.086
493.92	25636.947	24503.717	15677.892	15826.222	17076.002	15794.782
494.07	25860.591	24716.942	15815.107	15966.491	17222.755	15934.403
494.23	25994.814	24846.771	15890.748	16031.912	17297.517	16020.561
494.39	26107.456	24951.674	15963.115	16115.203	17366.104	16087.642
494.55	26106.225	24949.303	15957.808	16101.61	17367.258	16078.918
494.71	26028.87	24850.716	15901.321	16044.353	17328.618	16033.936
494.87	25942.746	24769.955	15856.131	15983.054	17267.076	15971.614
495.02	25828.408	24646.826	15793.519	15919.981	17187.278	15904.2
495.18	25699.167	24540.837	15721.562	15846.331	17117.782	15833.925
495.34	25643.273	24485.69	15697.13	15825.658	17097.394	15809.878
495.5	25632.917	24486.896	15695.006	15816.171	17103.886	15801.391
495.66	25731.827	24579.43	15760.848	15880.541	17176.409	15869.375
495.81	25832.185	24672.933	15829.483	15940.23	17226.448	15926.944
495.97	25908.882	24744.398	15869.113	15989.288	17286.476	15975.969
496.13	26027.571	24859.131	15941.439	16066.604	17363.374	16053.362
496.29	26179.787	24988.445	16026.391	16156.853	17449.469	16134.479
496.45	26332.136	25123.521	16107.851	16241.719	17546.533	16204.785
496.6	26433.599	25214.521	16169.522	16303.675	17618.357	16280.291
496.76	26489.093	25272.874	16209.731	16334.412	17660.587	16316.071
496.92	26488.886	25270.292	16192.766	16342.436	17665.292	16318.655
497.08	26416.784	25201.005	16145.334	16278.851	17607.093	16270.18
497.24	26273.981	25045.409	16055.706	16179.134	17520.936	16175.793
497.39	26107.949	24881.268	15943.619	16066.498	17416.674	16070.619
497.55	25897.817	24678.784	15818.092	15942.795	17290.927	15958.048
497.71	25683.872	24460.883	15684.465	15800.795	17142.399	15810.059
497.87	25521.751	24298.894	15577.411	15707.169	17036.663	15703.784
498.03	25456.544	24240.411	15545.753	15666.873	16994.235	15652.093
498.18	25551.054	24340.726	15614.934	15748.208	17075.329	15719.989
498.34	25725.841	24516.345	15722.39	15857.137	17200.236	15832.423
498.5	25942.506	24729.539	15871.924	16004.187	17346.166	15963.396
498.66	26135.465	24916.873	15992.938	16119.729	17465.465	16078.839
498.82	26343.405	25121.12	16128.736	16262.406	17606.229	16216.208
498.97	26477.732	25248.678	16211.073	16349.601	17692.92	16295.699
499.13	26534.744	25308.722	16254.272	16386.271	17733.568	16340.953
499.29	26480.336	25246.181	16207.479	16336.424	17675.611	16293.204
499.45	26318.501	25107.863	16119.039	16257.412	17566.247	16194.204
499.61	26120.569	24911.381	15984.151	16116.569	17438.877	16078.536
499.76	25969.048	24751.551	15880.398	16022.772	17335.081	15972.31
499.92	25788.38	24563.809	15750.732	15889.699	17204.051	15847.446
500.08	25603.897	24380.645	15638.853	15773.974	17079.688	15745.798
500.24	25477.24	24242.25	15542.228	15688.404	16989.92	15650.239
500.4	25389.86	24157.245	15502.839	15649.256	16942.135	15606.443
500.55	25334.342	24091.439	15450.231	15593.11	16907.812	15570.242
500.71	25270.6	24026.249	15411.929	15571.841	16856.325	15532.017
500.87	25189.072	23946.654	15363.951	15523.709	16792.699	15492.182
501.03	25164.505	23929.69	15351.635	15526.581	16785.217	15479.811
501.18	25190.039	23961.906	15363.686	15546.038	16799.775	15490.159
501.34	25218.88	23996.903	15391.023	15578.891	16816.561	15522.935
501.5	25248.433	24036.609	15398.036	15590.85	16837.421	15535.894
501.66	25375.993	24161.927	15483.696	15682.993	16924.62	15611.784
501.82	25524.468	24307.677	15575.963	15763.897	17022.556	15700.721
501.97	25756.875	24529.799	15717.282	15900.491	17185.105	15838.469
502.13	25974.387	24744.892	15845.75	16029.86	17326.629	15959.871
502.29	26165.038	24921.919	15960.39	16138.28	17461.358	16076.61
502.45	26297.426	25055.404	16037.932	16204.548	17560.306	16158.295
502.6	26452.333	25176.027	16127.158	16290.674	17638.718	16251.466
502.76	26434.712	25164.47	16114.997	16277.965	17621.943	16242.525
502.92	26385.033	25111.273	16083.153	16250.845	17594.142	16214.845
503.08	26191.577	24932.632	15971.731	16139.664	17457.269	16101.852
503.24	26020.363	24766.472	15870.175	16043.275	17351.318	16003.275
503.39	25883.653	24635.829	15785.828	15959.96	17263.015	15921.004
503.55	25767.656	24508.756	15713.03	15901.03	17182.744	15845.294
503.71	25666.355	24422.53	15642.2	15842.749	17130.376	15782.079
503.87	25705.991	24449.682	15671.495	15858.88	17154.924	15804.067
504.02	25805.342	24547.454	15732.486	15920.551	17222.463	15857.024
504.18	26012.24	24753.56	15850.67	16042.186	17377	15982.23
504.34	26200.05	24929.632	15973.389	16160.357	17504.467	16099.686
504.5	26381.983	25098.686	16095.62	16282.301	17627.532	16197.862
504.66	26658.741	25369.729	16268.388	16448.454	17812.741	16366.949
504.81	26906.708	25592.817	16442.85	16603.993	17986.411	16519.378
504.97	27148.63	25830.3	16589.97	16765.641	18159.772	16677.981
505.13	27396.788	26060.258	16744.403	16917.282	18326.116	16835.303
505.29	27559.815	26199.903	16846.079	17012.036	18424.057	16925.212
505.44	27693.672	26328.793	16920.85	17088.321	18515.662	17006.914
505.6	27811.268	26427.137	16976.741	17139.928	18574.323	17076.092
505.76	27821.398	26433.837	16980.398	17146.595	18587.165	17082.859
505.92	27764.59	26386.393	16928.129	17101.25	18547.117	17049.105
506.07	27633.603	26246.175	16837.439	17015.548	18444.427	16962.8
506.23	27497.498	26102.861	16739.762	16929.455	18347.279	16877.135
506.39	27402.708	26019.236	16689.753	16891.818	18290.763	16824.039
506.55	27320.974	25937.634	16643.282	16835.259	18229.567	16772.61
506.7	27215.437	25844.228	16591.361	16788.415	18167.361	16720.021
506.86	27038.553	25672.617	16487.453	16673.586	18035.586	16604.783
507.02	26960.547	25578.393	16442.45	16628.163	17968.296	16550.45
507.18	26904.145	25522.078	16400.826	16585.772	17930.408	16502.111
507.33	26836.703	25477.275	16371.439	16561.109	17897.373	16466.341
507.49	26755.259	25391.084	16321.568	16496.271	17842.974	16417.798
507.65	26735.487	25356.321	16300.729	16480.816	17822.53	16398.663
507.81	26794.25	25420.93	16325.831	16506.029	17867.853	16433.226
507.96	27001.344	25622.663	16443.727	16638.981	18007.508	16569.178
508.12	27213.235	25833.19	16564.862	16774.422	18163.542	16705.356
508.28	27471.625	26074.834	16738.274	16935.371	18344.865	16878.713
508.44	27630.669	26216.778	16825.109	17021.527	18434.954	16961.823
508.59	27791.213	26372.18	16912.235	17119.531	18542.037	17060.279
508.75	27834.09	26408.157	16930.639	17147.672	18573.497	17089.112
508.91	27833.8	26395.56	16927.614	17153.151	18563.439	17085.899
509.07	27799.628	26342.528	16901.673	17116.376	18526.903	17052.013
509.22	27688.522	26251.643	16841.192	17052.797	18457.895	16989.325
509.38	27502.106	26076.481	16718.305	16931.778	18330.524	16868.778
509.54	27412.468	25986.843	16671.468	16859.292	18274.898	16826.986
509.7	27375.979	25952.288	16647.342	16835.497	18250.069	16801.245
509.85	27453.161	26020.149	16701.964	16878.71	18301.524	16859.765
510.01	27488.144	26060.802	16724.738	16896.363	18329.044	16881.584
510.17	27533.307	26113.877	16754.02	16938.768	18371.865	16910.371
510.33	27634.038	26196.278	16820.829	16992.717	18434.235	16966.596
510.48	27800.464	26354.223	16916.036	17091.727	18534.057	17052.651
510.64	27979.605	26529.187	17021.56	17221.978	18656.681	17157.263
510.8	28196.164	26726.625	17153.625	17356.088	18807.473	17294.461
510.95	28299.62	26850.169	17221.62	17429.245	18886.235	17365.102
511.11	28426.853	26959.556	17296.841	17509.632	18974.951	17441.677
511.27	28449.716	26979.165	17306.704	17510.068	18986.441	17464.562
511.43	28424.179	26960.136	17285.554	17505.025	18980.409	17453.817
511.58	28316.06	26858.565	17224.477	17440.015	18913.136	17396.708
511.74	28162.582	26707.373	17118.812	17343.471	18811.691	17305.406
511.9	27927.733	26503.248	16975.973	17200.654	18657.996	17156.381
512.06	27751.527	26324.581	16865.296	17080.021	18540.154	17034.527
512.21	27616.313	26202.203	16777.037	16995.61	18446.883	16954.631
512.37	27588.233	26163.924	16747.803	16982.573	18428.332	16922.133
512.53	27544.785	26119.687	16726.127	16947.466	18398.521	16896.115
512.68	27549.726	26127.177	16739.011	16958.396	18411.583	16905.605
512.84	27551.196	26126.932	16751.481	16943.02	18410.032	16904.811
513	27537.559	26097.647	16741.922	16928.338	18397.131	16897.526
513.16	27517.118	26081.996	16735.03	16915.315	18385.184	16878.073
513.31	27471.982	26026.488	16716.258	16888.916	18359.115	16849.224
513.47	27353.945	25937.857	16662.715	16829.724	18291.857	16786.637
513.63	27335.408	25919.233	16647.815	16821.221	18271.067	16766.496
513.79	27348.054	25936.493	16650.847	16827.702	18272.429	16765.538
513.94	27407.371	25993.217	16682.986	16869.492	18316.656	16797.184
514.1	27499.868	26066.595	16727.45	16926.374	18366.659	16847.374
514.26	27595.332	26154.672	16770.86	16995.826	18418.641	16909.057
514.41	27682.238	26251.425	16826.347	17046.81	18474.259	16968.38
514.57	27890.72	26430.545	16942.511	17168.49	18609.853	17090.732
514.73	28013.932	26542.944	17018.305	17238.944	18684.284	17166.45
514.89	28152.924	26654.946	17096.1	17315.836	18775.661	17239.879
515.04	28237.35	26753.481	17142.735	17376.999	18830.823	17289.296
515.2	28281.593	26801.945	17178.923	17402.659	18867.581	17313.605
515.36	28169.804	26700.044	17118.792	17326.55	18799.187	17249.659
515.51	27948.209	26482.672	16978.418	17187.693	18651.781	17099.912
515.67	27548.356	26112.135	16734.268	16934.904	18379.982	16861.574
515.83	27044.672	25629.553	16406.399	16622.047	18042.178	16547.057
515.98	26334.28	24946.061	15970.171	16183.248	17576.765	16118.709
516.14	25613.733	24252.591	15537.745	15739.151	17099.942	15677.393
516.3	24945.926	23620.959	15116.673	15320.08	16652.366	15269.74
516.46	24537.794	23218.806	14871.828	15073.981	16386.64	15017.498
516.61	24432.397	23119.737	14802.441	15005.804	16323.144	14946.056
516.77	24517.369	23192.664	14860.104	15055.137	16370.434	14996.763
516.93	24689.235	23353.323	14974.662	15158.596	16477.871	15106.497
517.08	25019.569	23674.823	15171.625	15368.548	16685.603	15312.416
517.24	25359.997	23989.58	15375.229	15581.756	16900.107	15518.624
517.4	25695.625	24295.274	15587.461	15803.637	17124.471	15719.813
517.56	25902.793	24505.826	15705.628	15935.936	17256.836	15844.716
517.71	25896.252	24492.692	15701.846	15928.659	17253.979	15846.901
517.87	25731.803	24351.363	15596.748	15829.869	17165.627	15737.462
518.03	25687.179	24323.97	15577.212	15814.663	17148.509	15707.278
518.18	25787.819	24423.467	15641.862	15887.466	17231.795	15771.28
518.34	26030.188	24647.024	15784.88	16024.309	17391.078	15923.166
518.5	26230.415	24856.964	15906.129	16157.799	17533.734	16051.766
518.65	26495.909	25110.591	16074.426	16333.194	17708.931	16218.03
518.81	26779.909	25380.304	16242.832	16510.722	17881.952	16394.271
518.97	27210.793	25768.023	16499.769	16778.848	18155.287	16659.199
519.12	27598.043	26109.647	16724.438	17003.801	18411.823	16891.922
519.28	27830.353	26338.571	16865.132	17143.155	18569.089	17036.034
519.44	27928.577	26427.829	16919.853	17202.38	18644.556	17083.599
519.6	28038.073	26519.567	16979.182	17252.237	18708.94	17150.743
519.75	28104.076	26560.867	16990.779	17272.603	18748.273	17176.195
519.91	28169.763	26620.181	17028.059	17312.806	18802.872	17207.663
520.07	28180.141	26637.678	17039.59	17310.294	18819.899	17218.502
520.22	28141.395	26610.229	17009.229	17282.241	18793.229	17192.878
520.38	28162.028	26613.325	17021.655	17279.04	18793.48	17205.667
520.54	28230.413	26687.819	17077.149	17324.665	18843.303	17262.028
520.69	28368.4	26829.676	17151.5	17407.785	18940.51	17349.488
520.85	28552.467	26997.785	17265.84	17516.303	19062.543	17464.655
521.01	28743.389	27175.959	17391.366	17640.62	19183.629	17587.95
521.16	28829.984	27251.611	17438.918	17710.523	19242.699	17640.457
521.32	28880.347	27309.183	17476.984	17743.82	19273.775	17676.029
521.48	28871.434	27305.983	17472.807	17753.028	19269.598	17665.774
521.63	28815.52	27259.081	17426.269	17712.181	19220.905	17624.653
521.79	28702.245	27123.299	17365.069	17648.233	19130.254	17539.836
521.95	28473.5	26911.74	17222.18	17497.324	18965.916	17400.652
522.1	28209.958	26674.309	17061.969	17340.079	18797.354	17242.19
522.26	28004.455	26469.994	16934.147	17201.467	18651.949	17101.41
522.42	27936.749	26387.342	16893.157	17166.87	18605.375	17057.42
522.57	27958.004	26408.862	16892.092	17167.323	18610.334	17061.819
522.73	28083.492	26503.931	16953.833	17245.964	18695.019	17129.218
522.89	28194.128	26622.348	17029.448	17303.227	18774.546	17208.139
523.04	28405.589	26805.634	17156.326	17438.347	18924.722	17331.05
523.2	28706.055	27083.155	17330.87	17611.33	19119.176	17515.584
523.36	29080.41	27431.047	17545.344	17826.928	19354.443	17737.871
523.52	29332.524	27681.272	17690.833	17986.415	19535.975	17886.227
523.67	29466.355	27815.982	17783.509	18073.4	19635.991	17967.773
523.83	29522.453	27872.916	17832.892	18108.123	19669.904	18000.42
523.99	29554.104	27921.62	17855.829	18139.126	19708.795	18020.883
524.14	29522.428	27917.594	17852.164	18127.615	19690.803	18000.615
524.3	29419.747	27804.671	17777.649	18057.868	19612.989	17922.44
524.45	29269.847	27661.98	17694.529	17979.738	19520.859	17837.486
524.61	29210.486	27593.166	17653.793	17942.232	19471.638	17805.265
524.77	29180.163	27542.184	17627.569	17913.305	19446.602	17772.284
524.92	29101.471	27479.319	17573.131	17867.592	19403.856	17730.625
525.08	28978.231	27346.276	17488.452	17774.585	19308.364	17639.716
525.24	28810.107	27183.955	17377.679	17666.603	19195.174	17537.592
525.39	28605.241	26992.538	17248.471	17531.835	19054.889	17406.68
525.55	28275.434	26691.522	17050.565	17331.753	18835.268	17207.401
525.71	27750.207	26192.494	16731.328	16994.428	18482.582	16884.088
525.86	27224.585	25697.376	16410.222	16672.859	18139.937	16576.464
526.02	26719.824	25211.076	16090.615	16353.582	17796.506	16251.902
526.18	26351.114	24859.86	15860.663	16140.18	17546.993	16036.707
526.33	26108.418	24619.363	15710.023	15981.078	17379.123	15876.364
526.49	26022.506	24547.781	15677.945	15941.901	17340.582	15835.923
526.65	26089.438	24615.989	15723.967	15971.065	17389.813	15883.758
526.8	26413.365	24931.828	15936.365	16181.992	17607.75	16083.266
526.96	26773.977	25281.143	16146.483	16409.055	17833.999	16308.077
527.12	27177.463	25650.035	16403.541	16655.189	18108.947	16564.199
527.27	27591.194	26035.854	16652.975	16898.096	18383.657	16810.612
527.43	28003.228	26444.546	16896.118	17166.755	18666.976	17088.118
527.59	28328.662	26746.111	17077.475	17362.024	18874.442	17281.354
527.74	28627.87	27020.706	17255.53	17550.518	19075.749	17454.563
527.9	28831.78	27206.901	17362.396	17676.22	19207.935	17575.11
528.06	29078.327	27436.351	17512.009	17816.23	19374.427	17715.569
528.21	29372.239	27724.195	17683.294	17990.613	19564.04	17889.019
528.37	29557.324	27893.94	17788.279	18108.236	19679.356	17997.246
528.52	29638.311	27934.266	17837.717	18144.86	19724.881	18013.287
528.68	29633.245	27920.63	17837.212	18135.542	19699.542	17998.708
528.84	29594.608	27887.883	17809.004	18109.729	19672.432	17972.663
528.99	29517.947	27806.517	17754.572	18043.408	19617.429	17914.441
529.15	29374.545	27657.181	17667.181	17953.269	19517.423	17827.105
529.31	29185.206	27465.646	17544.118	17840.118	19383.855	17711.546
529.46	29020.505	27302.835	17444.923	17743.229	19288.659	17601.989
529.62	28986.569	27287.889	17426.889	17718.932	19271.811	17608.514
529.78	29085.253	27367.319	17481.056	17783.056	19352.747	17669.023
529.93	29236.881	27505.848	17561.727	17895.838	19458.387	17767.223
530.09	29394.684	27674.815	17658.178	18008.969	19568.772	17869.178
530.24	29557.088	27838.275	17757.363	18118.33	19681.143	17976.746
530.4	29693.682	27974.867	17842.319	18196.143	19771.373	18068.967
530.56	29856.777	28132.601	17928.171	18288.699	19864.611	18171.601
530.71	29914.085	28180.503	17959.031	18328.546	19894.37	18188.667
530.87	29880.685	28174.883	17941.224	18309.092	19870.939	18174.146
531.03	29760.608	28060.036	17864.585	18216.036	19778.915	18094.136
